,Awards,Awards_won,Awards_nominated,Oscar_Awards_won,Golden_Globe_Awards_won,Prime_Emmys_Awards_won,BAFTA_Awards_won,Oscar_Awards_nominated,Golden_Globe_Awards_nominated,Prime_Emmys_Awards_nominated,BAFTA_Awards_nominated
5177,7 wins & 2 nominations.,7,2,0,0,0,0,0,0,0,0
5182,1 nomination.,0,1,0,0,0,0,0,0,0,0
5186,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
5189,2 nominations.,0,2,0,0,0,0,0,0,0,0
5190,1 win.,1,0,0,0,0,0,0,0,0,0
5191,1 nomination.,0,1,0,0,0,0,0,0,0,0
5194,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5195,1 nomination.,0,1,0,0,0,0,0,0,0,0
5197,1 win.,1,0,0,0,0,0,0,0,0,0
5202,1 nomination.,0,1,0,0,0,0,0,0,0,0
5206,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
5208,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,1,7,0,0,0,0,0,0,1,0
5209,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0
5211,1 win.,1,0,0,0,0,0,0,0,0,0
5213,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5216,1 nomination.,0,1,0,0,0,0,0,0,0,0
5217,2 nominations.,0,2,0,0,0,0,0,0,0,0
5218,1 nomination.,0,1,0,0,0,0,0,0,0,0
5221,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
5223,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
5226,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
5232,1 nomination.,0,1,0,0,0,0,0,0,0,0
5239,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5240,1 win.,1,0,0,0,0,0,0,0,0,0
5243,Nominated for 2 Golden Globes. Another 10 wins & 46 nominations.,10,48,0,0,0,0,0,2,0,0
5245,8 nominations.,0,8,0,0,0,0,0,0,0,0
5249,13 wins & 8 nominations.,13,8,0,0,0,0,0,0,0,0
5254,1 nomination.,0,1,0,0,0,0,0,0,0,0
5258,1 nomination.,0,1,0,0,0,0,0,0,0,0
5259,1 win.,1,0,0,0,0,0,0,0,0,0
5261,1 nomination.,0,1,0,0,0,0,0,0,0,0
5262,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5263,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0
5267,2 wins & 15 nominations.,2,15,0,0,0,0,0,0,0,0
5269,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
5274,1 win.,1,0,0,0,0,0,0,0,0,0
5276,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0
5288,10 wins & 2 nominations.,10,2,0,0,0,0,0,0,0,0
5294,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
5312,2 nominations.,0,2,0,0,0,0,0,0,0,0
5315,2 nominations.,0,2,0,0,0,0,0,0,0,0
5316,1 nomination.,0,1,0,0,0,0,0,0,0,0
5319,2 nominations.,0,2,0,0,0,0,0,0,0,0
5336,3 nominations.,0,3,0,0,0,0,0,0,0,0
5340,1 nomination.,0,1,0,0,0,0,0,0,0,0
5342,Nominated for 1 Primetime Emmy. Another 30 nominations.,0,31,0,0,0,0,0,0,1,0
5344,1 nomination.,0,1,0,0,0,0,0,0,0,0
5346,1 win.,1,0,0,0,0,0,0,0,0,0
5348,4 wins & 6 nominations.,4,6,0,0,0,0,0,0,0,0
5351,2 nominations.,0,2,0,0,0,0,0,0,0,0
5352,Nominated for 1 Primetime Emmy. Another 2 wins & 4 nominations.,2,5,0,0,0,0,0,0,1,0
5355,1 nomination.,0,1,0,0,0,0,0,0,0,0
5357,7 nominations.,0,7,0,0,0,0,0,0,0,0
5360,4 nominations.,0,4,0,0,0,0,0,0,0,0
5369,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5378,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5380,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
5383,18 wins & 5 nominations.,18,5,0,0,0,0,0,0,0,0
5384,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
5388,1 nomination.,0,1,0,0,0,0,0,0,0,0
5392,6 wins & 13 nominations.,6,13,0,0,0,0,0,0,0,0
5401,1 win & 8 nominations.,1,8,0,0,0,0,0,0,0,0
5412,4 wins.,4,0,0,0,0,0,0,0,0,0
5413,1 win.,1,0,0,0,0,0,0,0,0,0
5414,1 win.,1,0,0,0,0,0,0,0,0,0
5417,1 nomination.,0,1,0,0,0,0,0,0,0,0
5420,Nominated for 4 Primetime Emmys. Another 12 nominations.,0,16,0,0,0,0,0,0,4,0
5422,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
5430,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
5432,Won 1 Primetime Emmy. Another 1 win & 4 nominations.,2,4,0,0,1,0,0,0,0,0
5439,1 nomination.,0,1,0,0,0,0,0,0,0,0
5444,20 wins & 32 nominations.,20,32,0,0,0,0,0,0,0,0
5445,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
5456,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
5472,9 nominations.,0,9,0,0,0,0,0,0,0,0
5480,Nominated for 1 Oscar. Another 38 wins & 74 nominations.,38,75,0,0,0,0,1,0,0,0
5481,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
5486,1 win & 11 nominations.,1,11,0,0,0,0,0,0,0,0
5500,1 nomination.,0,1,0,0,0,0,0,0,0,0
5504,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5508,1 win.,1,0,0,0,0,0,0,0,0,0
5515,1 nomination.,0,1,0,0,0,0,0,0,0,0
5525,1 nomination.,0,1,0,0,0,0,0,0,0,0
5530,2 nominations.,0,2,0,0,0,0,0,0,0,0
5534,2 nominations.,0,2,0,0,0,0,0,0,0,0
5540,19 wins & 10 nominations.,19,10,0,0,0,0,0,0,0,0
5545,15 wins & 27 nominations.,15,27,0,0,0,0,0,0,0,0
5551,1 win.,1,0,0,0,0,0,0,0,0,0
5552,2 nominations.,0,2,0,0,0,0,0,0,0,0
5554,3 nominations.,0,3,0,0,0,0,0,0,0,0
5559,6 nominations.,0,6,0,0,0,0,0,0,0,0
5567,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5577,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
5600,1 nomination.,0,1,0,0,0,0,0,0,0,0
5606,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
5613,1 nomination.,0,1,0,0,0,0,0,0,0,0
5614,1 nomination.,0,1,0,0,0,0,0,0,0,0
5618,6 wins & 15 nominations.,6,15,0,0,0,0,0,0,0,0
5630,3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0,0
5631,1 nomination.,0,1,0,0,0,0,0,0,0,0
5637,1 nomination.,0,1,0,0,0,0,0,0,0,0
5641,6 wins & 19 nominations.,6,19,0,0,0,0,0,0,0,0
5644,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
5662,1 nomination.,0,1,0,0,0,0,0,0,0,0
5671,1 nomination.,0,1,0,0,0,0,0,0,0,0
5676,5 wins & 4 nominations.,5,4,0,0,0,0,0,0,0,0
5677,5 wins & 6 nominations.,5,6,0,0,0,0,0,0,0,0
5681,1 win.,1,0,0,0,0,0,0,0,0,0
5682,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
5683,1 nomination.,0,1,0,0,0,0,0,0,0,0
5684,1 win.,1,0,0,0,0,0,0,0,0,0
5693,4 wins & 6 nominations.,4,6,0,0,0,0,0,0,0,0
5727,Won 5 Primetime Emmys. Another 7 wins & 23 nominations.,12,23,0,0,5,0,0,0,0,0
5732,1 nomination.,0,1,0,0,0,0,0,0,0,0
5734,1 nomination.,0,1,0,0,0,0,0,0,0,0
5744,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
5748,6 wins & 12 nominations.,6,12,0,0,0,0,0,0,0,0
5755,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
5762,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
5776,1 nomination.,0,1,0,0,0,0,0,0,0,0
5787,1 win.,1,0,0,0,0,0,0,0,0,0
5804,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
5809,12 wins & 10 nominations.,12,10,0,0,0,0,0,0,0,0
5817,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
5820,1 win.,1,0,0,0,0,0,0,0,0,0
5821,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
5822,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5823,1 nomination.,0,1,0,0,0,0,0,0,0,0
5824,5 wins & 15 nominations.,5,15,0,0,0,0,0,0,0,0
5835,2 nominations.,0,2,0,0,0,0,0,0,0,0
5839,2 nominations.,0,2,0,0,0,0,0,0,0,0
5844,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5845,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0
5851,1 win.,1,0,0,0,0,0,0,0,0,0
5868,2 nominations.,0,2,0,0,0,0,0,0,0,0
5883,Won 1 Oscar. Another 2 wins & 1 nomination.,3,1,1,0,0,0,0,0,0,0
5900,1 nomination.,0,1,0,0,0,0,0,0,0,0
5902,4 wins & 14 nominations.,4,14,0,0,0,0,0,0,0,0
5907,1 nomination.,0,1,0,0,0,0,0,0,0,0
5917,20 wins & 19 nominations.,20,19,0,0,0,0,0,0,0,0
5922,1 nomination.,0,1,0,0,0,0,0,0,0,0
5929,6 wins & 2 nominations.,6,2,0,0,0,0,0,0,0,0
5930,1 win.,1,0,0,0,0,0,0,0,0,0
5931,1 nomination.,0,1,0,0,0,0,0,0,0,0
5937,1 win.,1,0,0,0,0,0,0,0,0,0
5949,1 nomination.,0,1,0,0,0,0,0,0,0,0
5951,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5954,2 wins.,2,0,0,0,0,0,0,0,0,0
5965,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
5968,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
5970,2 wins.,2,0,0,0,0,0,0,0,0,0
5971,3 wins & 12 nominations.,3,12,0,0,0,0,0,0,0,0
5985,8 nominations.,0,8,0,0,0,0,0,0,0,0
5993,5 nominations.,0,5,0,0,0,0,0,0,0,0
5995,1 nomination.,0,1,0,0,0,0,0,0,0,0
5997,5 nominations.,0,5,0,0,0,0,0,0,0,0
6004,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6006,1 nomination.,0,1,0,0,0,0,0,0,0,0
6007,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
6008,1 win.,1,0,0,0,0,0,0,0,0,0
6020,1 nomination.,0,1,0,0,0,0,0,0,0,0
6021,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6036,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6040,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
6046,2 nominations.,0,2,0,0,0,0,0,0,0,0
6050,6 nominations.,0,6,0,0,0,0,0,0,0,0
6075,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
6080,1 nomination.,0,1,0,0,0,0,0,0,0,0
6090,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
6127,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
6137,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
6138,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
6144,1 win & 12 nominations.,1,12,0,0,0,0,0,0,0,0
6148,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
6150,1 nomination.,0,1,0,0,0,0,0,0,0,0
6151,3 wins & 17 nominations.,3,17,0,0,0,0,0,0,0,0
6163,1 nomination.,0,1,0,0,0,0,0,0,0,0
6169,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
6175,1 nomination.,0,1,0,0,0,0,0,0,0,0
6179,1 nomination.,0,1,0,0,0,0,0,0,0,0
6181,5 nominations.,0,5,0,0,0,0,0,0,0,0
6201,1 nomination.,0,1,0,0,0,0,0,0,0,0
6209,Won 2 Primetime Emmys. Another 3 wins & 5 nominations.,5,5,0,0,2,0,0,0,0,0
6220,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6222,2 nominations.,0,2,0,0,0,0,0,0,0,0
6231,Won 1 Primetime Emmy. Another 1 nomination.,1,1,0,0,1,0,0,0,0,0
6234,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
6235,6 wins & 4 nominations.,6,4,0,0,0,0,0,0,0,0
6240,2 wins.,2,0,0,0,0,0,0,0,0,0
6241,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
6249,1 win.,1,0,0,0,0,0,0,0,0,0
6254,8 wins & 2 nominations.,8,2,0,0,0,0,0,0,0,0
6265,1 nomination.,0,1,0,0,0,0,0,0,0,0
6268,1 nomination.,0,1,0,0,0,0,0,0,0,0
6271,1 nomination.,0,1,0,0,0,0,0,0,0,0
6280,1 win.,1,0,0,0,0,0,0,0,0,0
6298,1 nomination.,0,1,0,0,0,0,0,0,0,0
6306,3 wins & 8 nominations.,3,8,0,0,0,0,0,0,0,0
6334,1 win.,1,0,0,0,0,0,0,0,0,0
6337,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0,0
6343,5 wins & 6 nominations.,5,6,0,0,0,0,0,0,0,0
6347,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6350,2 nominations.,0,2,0,0,0,0,0,0,0,0
6371,1 nomination.,0,1,0,0,0,0,0,0,0,0
6376,2 nominations.,0,2,0,0,0,0,0,0,0,0
6377,1 win.,1,0,0,0,0,0,0,0,0,0
6383,1 nomination.,0,1,0,0,0,0,0,0,0,0
6390,1 nomination.,0,1,0,0,0,0,0,0,0,0
6398,1 win.,1,0,0,0,0,0,0,0,0,0
6409,2 nominations.,0,2,0,0,0,0,0,0,0,0
6410,1 nomination.,0,1,0,0,0,0,0,0,0,0
6419,6 nominations.,0,6,0,0,0,0,0,0,0,0
6425,8 wins.,8,0,0,0,0,0,0,0,0,0
6447,15 wins & 30 nominations.,15,30,0,0,0,0,0,0,0,0
6468,1 nomination.,0,1,0,0,0,0,0,0,0,0
6473,2 wins.,2,0,0,0,0,0,0,0,0,0
6477,Won 1 Primetime Emmy. Another 1 win & 21 nominations.,2,21,0,0,1,0,0,0,0,0
6481,1 nomination.,0,1,0,0,0,0,0,0,0,0
6483,2 nominations.,0,2,0,0,0,0,0,0,0,0
6500,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6516,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
6522,1 win.,1,0,0,0,0,0,0,0,0,0
6524,2 nominations.,0,2,0,0,0,0,0,0,0,0
6534,1 win.,1,0,0,0,0,0,0,0,0,0
6577,Nominated for 1 Golden Globe. Another 8 wins & 16 nominations.,8,17,0,0,0,0,0,1,0,0
6578,Won 1 Primetime Emmy. Another 2 wins.,3,0,0,0,1,0,0,0,0,0
6594,7 wins & 8 nominations.,7,8,0,0,0,0,0,0,0,0
6598,1 win.,1,0,0,0,0,0,0,0,0,0
6599,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
6600,1 win.,1,0,0,0,0,0,0,0,0,0
6601,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6609,1 nomination.,0,1,0,0,0,0,0,0,0,0
6621,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
6622,1 nomination.,0,1,0,0,0,0,0,0,0,0
6634,1 nomination.,0,1,0,0,0,0,0,0,0,0
6657,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6660,5 wins.,5,0,0,0,0,0,0,0,0,0
6663,3 nominations.,0,3,0,0,0,0,0,0,0,0
6664,4 nominations.,0,4,0,0,0,0,0,0,0,0
6675,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
6682,1 nomination.,0,1,0,0,0,0,0,0,0,0
6691,1 win.,1,0,0,0,0,0,0,0,0,0
6697,1 nomination.,0,1,0,0,0,0,0,0,0,0
6705,1 nomination.,0,1,0,0,0,0,0,0,0,0
6714,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
6722,3 nominations.,0,3,0,0,0,0,0,0,0,0
6724,1 nomination.,0,1,0,0,0,0,0,0,0,0
6799,4 wins.,4,0,0,0,0,0,0,0,0,0
6803,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
6806,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
6808,1 nomination.,0,1,0,0,0,0,0,0,0,0
6816,2 nominations.,0,2,0,0,0,0,0,0,0,0
6828,1 win.,1,0,0,0,0,0,0,0,0,0
6837,Nominated for 1 Primetime Emmy. Another 1 nomination.,0,2,0,0,0,0,0,0,1,0
6867,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
6874,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6890,6 wins & 3 nominations.,6,3,0,0,0,0,0,0,0,0
6893,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
6900,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
6904,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
6912,5 wins & 3 nominations.,5,3,0,0,0,0,0,0,0,0
6918,Nominated for 1 Oscar. Another 4 wins & 9 nominations.,4,10,0,0,0,0,1,0,0,0
6920,2 wins.,2,0,0,0,0,0,0,0,0,0
6921,Won 2 Primetime Emmys. Another 3 nominations.,2,3,0,0,2,0,0,0,0,0
6929,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
6933,4 wins.,4,0,0,0,0,0,0,0,0,0
6946,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
6963,9 wins & 1 nomination.,9,1,0,0,0,0,0,0,0,0
6969,1 win.,1,0,0,0,0,0,0,0,0,0
6970,5 nominations.,0,5,0,0,0,0,0,0,0,0
6976,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6985,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
6986,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
7001,1 win.,1,0,0,0,0,0,0,0,0,0
7006,4 wins & 3 nominations.,4,3,0,0,0,0,0,0,0,0
7008,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
7022,9 wins & 7 nominations.,9,7,0,0,0,0,0,0,0,0
7031,2 wins.,2,0,0,0,0,0,0,0,0,0
7045,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
7061,2 nominations.,0,2,0,0,0,0,0,0,0,0
7072,8 wins & 3 nominations.,8,3,0,0,0,0,0,0,0,0
7076,1 nomination.,0,1,0,0,0,0,0,0,0,0
7083,6 wins & 25 nominations.,6,25,0,0,0,0,0,0,0,0
7091,1 win.,1,0,0,0,0,0,0,0,0,0
7100,1 nomination.,0,1,0,0,0,0,0,0,0,0
7101,1 nomination.,0,1,0,0,0,0,0,0,0,0
7119,2 wins.,2,0,0,0,0,0,0,0,0,0
7129,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0,0
7133,1 nomination.,0,1,0,0,0,0,0,0,0,0
7142,2 nominations.,0,2,0,0,0,0,0,0,0,0
7162,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
7171,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
7176,1 nomination.,0,1,0,0,0,0,0,0,0,0
7184,15 wins & 20 nominations.,15,20,0,0,0,0,0,0,0,0
7190,1 nomination.,0,1,0,0,0,0,0,0,0,0
7215,1 win.,1,0,0,0,0,0,0,0,0,0
7217,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
7230,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
7239,1 win.,1,0,0,0,0,0,0,0,0,0
7245,4 wins & 10 nominations.,4,10,0,0,0,0,0,0,0,0
7252,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
7255,1 nomination.,0,1,0,0,0,0,0,0,0,0
7263,4 wins & 4 nominations.,4,4,0,0,0,0,0,0,0,0
7270,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
7310,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
7339,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
7361,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
7371,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
7374,2 nominations.,0,2,0,0,0,0,0,0,0,0
7389,Won 2 Primetime Emmys. Another 7 wins & 23 nominations.,9,23,0,0,2,0,0,0,0,0
7403,3 wins.,3,0,0,0,0,0,0,0,0,0
7405,2 wins.,2,0,0,0,0,0,0,0,0,0
7415,7 wins & 9 nominations.,7,9,0,0,0,0,0,0,0,0
7426,1 nomination.,0,1,0,0,0,0,0,0,0,0
7429,2 wins.,2,0,0,0,0,0,0,0,0,0
7431,2 nominations.,0,2,0,0,0,0,0,0,0,0
7433,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
7451,6 wins.,6,0,0,0,0,0,0,0,0,0
7455,3 nominations.,0,3,0,0,0,0,0,0,0,0
7467,9 wins & 5 nominations.,9,5,0,0,0,0,0,0,0,0
7473,1 nomination.,0,1,0,0,0,0,0,0,0,0
7475,6 wins & 7 nominations.,6,7,0,0,0,0,0,0,0,0
7476,1 nomination.,0,1,0,0,0,0,0,0,0,0
7491,2 nominations.,0,2,0,0,0,0,0,0,0,0
7492,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
7499,1 nomination.,0,1,0,0,0,0,0,0,0,0
7502,1 nomination.,0,1,0,0,0,0,0,0,0,0
7504,1 nomination.,0,1,0,0,0,0,0,0,0,0
7513,5 nominations.,0,5,0,0,0,0,0,0,0,0
7528,Nominated for 4 Primetime Emmys. Another 18 wins & 40 nominations.,18,44,0,0,0,0,0,0,4,0
7540,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
7543,1 win.,1,0,0,0,0,0,0,0,0,0
7550,1 win.,1,0,0,0,0,0,0,0,0,0
7559,1 nomination.,0,1,0,0,0,0,0,0,0,0
7561,Won 2 Golden Globes. Another 3 wins & 3 nominations.,5,3,0,2,0,0,0,0,0,0
7563,Nominated for 1 Primetime Emmy. Another 4 nominations.,0,5,0,0,0,0,0,0,1,0
7576,5 wins.,5,0,0,0,0,0,0,0,0,0
7583,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
7597,1 win.,1,0,0,0,0,0,0,0,0,0
7621,1 nomination.,0,1,0,0,0,0,0,0,0,0
7632,1 nomination.,0,1,0,0,0,0,0,0,0,0
7633,2 nominations.,0,2,0,0,0,0,0,0,0,0
7636,1 nomination.,0,1,0,0,0,0,0,0,0,0
7642,1 win.,1,0,0,0,0,0,0,0,0,0
7652,8 wins.,8,0,0,0,0,0,0,0,0,0
7664,1 nomination.,0,1,0,0,0,0,0,0,0,0
7674,1 nomination.,0,1,0,0,0,0,0,0,0,0
7683,1 nomination.,0,1,0,0,0,0,0,0,0,0
7688,1 nomination.,0,1,0,0,0,0,0,0,0,0
7698,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
7718,1 win.,1,0,0,0,0,0,0,0,0,0
7724,1 nomination.,0,1,0,0,0,0,0,0,0,0
7732,2 nominations.,0,2,0,0,0,0,0,0,0,0
7734,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
7735,1 win.,1,0,0,0,0,0,0,0,0,0
7736,1 win.,1,0,0,0,0,0,0,0,0,0
7742,1 nomination.,0,1,0,0,0,0,0,0,0,0
7751,Won 1 Golden Globe. Another 12 wins & 39 nominations.,13,39,0,1,0,0,0,0,0,0
7753,1 win.,1,0,0,0,0,0,0,0,0,0
7756,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
7759,3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0,0
7779,1 win.,1,0,0,0,0,0,0,0,0,0
7790,6 nominations.,0,6,0,0,0,0,0,0,0,0
7794,1 win.,1,0,0,0,0,0,0,0,0,0
7813,1 nomination.,0,1,0,0,0,0,0,0,0,0
7814,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
7823,2 nominations.,0,2,0,0,0,0,0,0,0,0
7840,1 nomination.,0,1,0,0,0,0,0,0,0,0
7855,6 wins & 2 nominations.,6,2,0,0,0,0,0,0,0,0
7886,1 win.,1,0,0,0,0,0,0,0,0,0
7902,2 nominations.,0,2,0,0,0,0,0,0,0,0
7907,1 nomination.,0,1,0,0,0,0,0,0,0,0
7923,1 nomination.,0,1,0,0,0,0,0,0,0,0
7924,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
7967,1 win.,1,0,0,0,0,0,0,0,0,0
7978,2 nominations.,0,2,0,0,0,0,0,0,0,0
7986,1 win.,1,0,0,0,0,0,0,0,0,0
7989,2 nominations.,0,2,0,0,0,0,0,0,0,0
7994,2 nominations.,0,2,0,0,0,0,0,0,0,0
8003,1 nomination.,0,1,0,0,0,0,0,0,0,0
8014,1 nomination.,0,1,0,0,0,0,0,0,0,0
8028,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
8053,1 win.,1,0,0,0,0,0,0,0,0,0
8056,3 nominations.,0,3,0,0,0,0,0,0,0,0
8061,1 nomination.,0,1,0,0,0,0,0,0,0,0
8066,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
8068,1 win.,1,0,0,0,0,0,0,0,0,0
8071,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
8121,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
8125,1 nomination.,0,1,0,0,0,0,0,0,0,0
8130,1 nomination.,0,1,0,0,0,0,0,0,0,0
8132,2 wins.,2,0,0,0,0,0,0,0,0,0
8133,1 nomination.,0,1,0,0,0,0,0,0,0,0
8136,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
8166,8 nominations.,0,8,0,0,0,0,0,0,0,0
8176,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
8192,15 wins & 6 nominations.,15,6,0,0,0,0,0,0,0,0
8205,1 nomination.,0,1,0,0,0,0,0,0,0,0
8232,1 nomination.,0,1,0,0,0,0,0,0,0,0
8259,1 win.,1,0,0,0,0,0,0,0,0,0
8265,1 win.,1,0,0,0,0,0,0,0,0,0
8288,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
8320,1 nomination.,0,1,0,0,0,0,0,0,0,0
8333,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
8338,2 nominations.,0,2,0,0,0,0,0,0,0,0
8346,1 nomination.,0,1,0,0,0,0,0,0,0,0
8349,1 win.,1,0,0,0,0,0,0,0,0,0
8445,2 wins.,2,0,0,0,0,0,0,0,0,0
8452,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
8453,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0
8474,4 nominations.,0,4,0,0,0,0,0,0,0,0
8478,1 nomination.,0,1,0,0,0,0,0,0,0,0
8486,5 wins & 11 nominations.,5,11,0,0,0,0,0,0,0,0
8516,1 nomination.,0,1,0,0,0,0,0,0,0,0
8524,1 nomination.,0,1,0,0,0,0,0,0,0,0
8529,1 nomination.,0,1,0,0,0,0,0,0,0,0
8543,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
8546,1 nomination.,0,1,0,0,0,0,0,0,0,0
8550,1 nomination.,0,1,0,0,0,0,0,0,0,0
8552,1 nomination.,0,1,0,0,0,0,0,0,0,0
